Id,area,bedrooms,bathrooms,price
1151,8280,2,1,124000
1152,17755,3,1,149900
1153,14115,2,1,230000
1154,5890,2,1,120500
1155,13700,4,1,201800
1156,10768,3,2,218000
1157,9350,3,2,179900
1158,5001,2,2,230000
1159,11932,3,2,235128
1160,9120,4,2,185000
1161,2280,3,2,146000
1162,14778,3,1,224000
1163,8724,3,1,129000
1164,12900,0,0,108959
1165,16157,2,1,194000
1166,9541,3,2,233170
1167,10475,3,2,245350
1168,10852,3,2,173000
1169,13728,4,2,235000
1170,35760,4,3,625000
1171,9880,3,1,171000
1172,9120,3,1,163000
1173,4017,2,2,171900
1174,18030,3,3,200500
1175,16560,4,2,239000
1176,10678,4,2,285000
1177,6951,3,1,119500
1178,3950,3,1,115000
1179,7681,3,1,154900
1180,8335,3,1,93000
1181,11170,4,2,250000
1182,5587,2,2,392500
1183,15623,4,3,745000
1184,10800,2,1,120000
1185,35133,3,1,186700
1186,9738,4,1,104900
1187,10615,3,2,95000
1188,12461,2,2,262000
1189,8935,3,2,195000
1190,7500,3,2,189000
1191,32463,3,1,168000
1192,2645,2,2,174000
1193,9600,3,1,125000
1194,4500,2,2,165000
1195,9364,4,1,158000
1196,8029,3,2,176000
1197,14054,4,2,219210
1198,8850,3,1,144000
1199,9100,3,2,178000
1200,11235,3,1,148000
1201,9353,3,1,116050
1202,10400,3,2,197900
1203,6000,3,1,117000
1204,9750,3,2,213000
1205,10140,3,1,153500
1206,14684,3,2,271900
1207,8900,2,1,107000
1208,9135,3,2,200000
1209,7763,3,1,140000
1210,10182,3,2,290000
1211,11218,3,2,189000
1212,12134,4,2,164000
1213,9340,2,1,113000
1214,10246,0,0,145000
1215,10205,3,1,134500
1216,7094,3,1,125000
1217,8930,4,2,112000
1218,8640,3,2,229456
1219,6240,2,1,80500
1220,1680,3,1,91500
1221,7800,2,1,115000
1222,8250,3,1,134000
1223,10496,3,2,143000
1224,10680,4,2,137900
1225,15384,3,2,184000
1226,10482,3,1,145000
1227,14598,4,2,214000
1228,8872,2,1,147000
1229,8769,1,1,367294
1230,7910,4,2,127000
1231,18890,4,2,190000
1232,7728,3,1,132500
1233,9842,2,2,101800
1234,12160,3,1,142000
1235,8525,4,1,130000
1236,13132,4,1,138887
1237,2628,2,2,175500
1238,12393,4,2,195000
1239,13072,3,1,142500
1240,9037,2,2,265900
1241,8158,3,2,224900
1242,9849,3,2,248328
1243,10625,3,2,170000
1244,13891,2,2,465000
1245,11435,3,1,230000
1246,12090,3,3,178000
1247,8125,3,2,186500
1248,12328,3,1,169900
1249,9600,3,1,129500
1250,7200,3,1,119000
1251,11160,3,2,244000
1252,3136,2,2,171750
1253,9858,3,1,130000
1254,17542,3,2,294000
1255,6931,3,2,165400
1256,6240,3,1,127500
1257,14303,2,2,301500
1258,4060,2,1,99900
1259,9587,2,2,190000
1260,9750,3,1,151000
1261,24682,3,2,181000
1262,9600,2,1,128900
1263,11250,5,1,161500
1264,13515,3,1,180500
1265,4060,2,2,181000
1266,3735,3,2,183900
1267,10120,4,1,122000
1268,13214,3,2,378500
1269,14100,4,3,381000
1270,11344,3,1,144000
1271,23595,0,0,260000
1272,9156,3,2,185750
1273,13526,3,1,137000
1274,11512,2,1,177000
1275,5362,3,2,139000
1276,11345,4,2,137000
1277,12936,3,1,162000
1278,17871,3,1,197900
1279,9473,3,2,237000
1280,7500,2,1,68400
1281,9808,3,2,227000
1282,8049,2,2,180000
1283,8800,3,2,150500
1284,9400,4,2,139000
1285,9638,4,2,169000
1286,6000,4,1,132500
1287,9790,3,1,143000
1288,36500,4,2,190000
1289,5664,2,2,278000
1290,11065,3,2,281000
1291,14112,3,1,180500
1292,1680,3,2,119500
1293,6600,4,2,107500
1294,10140,4,2,162900
1295,8172,2,1,115000
1296,8400,3,1,138500
1297,8700,3,2,155000
1298,3675,2,2,140000
1299,63887,3,2,160000
1300,7500,3,1,154000
1301,10762,3,2,225000
1302,7500,3,1,177500
1303,10120,4,2,290000
1304,8688,3,2,232000
1305,3363,3,2,130000
1306,13173,2,2,325000
1307,6955,2,2,202500
1308,8072,3,1,138000
1309,12000,2,1,147000
1310,7153,3,2,179200
1311,17500,3,2,335000
1312,8814,3,2,203000
1313,9572,4,2,302000
1314,14774,4,2,333168
1315,8190,3,1,119000
1316,11075,4,2,206900
1317,10226,3,2,295493
1318,4230,2,2,208900
1319,14781,3,2,275000
1320,10215,3,1,111000
1321,8400,3,1,156500
1322,6627,2,1,72500
1323,10186,3,2,190000
1324,5330,2,1,82500
1325,9986,2,2,147000
1326,3636,2,1,55000
1327,4270,3,1,79000
1328,6600,3,1,130500
1329,10440,5,2,256000
1330,9084,3,2,176500
1331,10000,3,2,227000
1332,10780,3,1,132500
1333,8877,2,1,100000
1334,7200,2,1,125500
1335,2368,3,1,125000
1336,9650,2,2,167900
1337,9246,4,2,135000
1338,4118,2,1,52500
1339,13450,3,2,200000
1340,9560,3,1,128500
1341,8294,3,1,123000
1342,13695,3,1,155000
1343,9375,3,2,228500
1344,7558,3,1,177000
1345,11103,3,2,155835
1346,6000,2,1,108500
1347,20781,3,2,262500
1348,15306,3,2,283463
1349,16196,3,2,215000
1350,5250,4,2,122000
1351,11643,6,2,200000
1352,9247,4,1,171000
1353,6000,2,1,134900
1354,14720,4,2,410000
1355,10316,3,2,235000
1356,10192,4,3,170000
1357,9477,3,1,110000
1358,12537,3,1,149900
1359,2117,3,2,177500
1360,16737,3,2,315000
1361,9842,4,3,189000
1362,16158,3,2,260000
1363,12513,4,2,104900
1364,8499,3,2,156932
1365,3180,2,2,144152
1366,7500,3,2,216000
1367,9179,3,2,193000
1368,2665,4,2,127000
1369,4435,1,1,144000
1370,10635,3,2,232000
1371,5400,2,1,105000
1372,9600,3,1,165500
1373,9750,3,2,274300
1374,11400,2,2,466500
1375,10625,3,2,250000
1376,10991,3,2,239000
1377,6292,2,1,91000
1378,10998,3,2,117000
1379,1953,2,1,83000
1380,9735,3,2,167500
1381,8212,2,1,58500
1382,12925,4,2,237500
1383,7200,4,1,157000
1384,25339,3,2,112000
1385,9060,2,1,105000
1386,5436,3,1,125500
1387,16692,5,3,250000
1388,8520,5,2,136000
1389,14892,3,2,377500
1390,6000,3,1,131000
1391,9100,3,2,235000
1392,8944,4,2,124000
1393,7838,3,1,123000
1394,10800,3,2,163000
1395,4045,2,2,246578
1396,12665,4,2,281213
1397,57200,3,1,160000
1398,6120,4,1,137500
1399,7200,3,1,138000
1400,6171,3,2,137450
1401,6000,3,1,120000
1402,7415,3,2,193000
1403,6762,2,2,193879
1404,15256,3,2,282922
1405,10410,3,1,105000
1406,3842,2,2,275000
1407,8445,2,1,133000
1408,8780,3,1,112000
1409,7740,3,1,125500
1410,20544,3,2,215000
1411,12420,3,2,230000
1412,9600,3,1,140000
1413,7200,2,2,90000
1414,10994,2,2,257000
1415,13053,4,1,207000
1416,3635,1,2,175900
1417,11340,4,2,122500
1418,16545,3,2,340000
1419,9204,3,1,124000
1420,16381,3,2,223000
1421,11700,3,2,179900
1422,4043,2,2,127500
1423,4435,1,1,136500
1424,19690,4,2,274970
1425,9503,2,1,144000
1426,10721,3,1,142000
1427,10944,3,2,271000
1428,10930,3,1,140000
1429,7200,2,1,119000
1430,12546,3,2,182900
1431,21930,4,2,192140
1432,4928,2,2,143750
1433,10800,4,2,64500
1434,10261,3,2,186500
1435,17400,3,2,160000
1436,8400,3,1,174000
1437,9000,3,1,120500
1438,12444,2,2,394617
1439,7407,2,1,149700
1440,11584,3,2,197000
1441,11526,3,2,191000
1442,4426,1,1,149300
1443,11003,3,2,310000
1444,8854,2,1,121000
1445,8500,3,2,179600
1446,8400,3,1,129000
1447,26142,3,1,157900
1448,10000,3,2,240000
1449,11767,2,1,112000
1450,1533,1,1,92000
1451,9000,4,2,136000
1452,9262,3,2,287090
1453,3675,2,1,145000
1454,17217,3,1,84500
1455,7500,2,2,185000
1456,7917,3,2,175000
1457,13175,3,2,210000
1458,9042,4,2,266500
1459,9717,2,1,142125
1460,9937,3,1,147500
